,Sample ID,Country,State,Latitude,Longitude,Analysis Method,CollDate,LandCover1,LandCover2,Soil/Rock Type,Depth (cm),Ag (mg/kg),Al (mg/kg),As (mg/kg),Ba (mg/kg),Be (mg/kg),Ca (mg/kg),Cd (mg/kg),Ce (mg/kg),Co (mg/kg),Cr (mg/kg),Cs(mg/kg),Cu (mg/kg),Fe (mg/kg),Ga (mg/kg),Hg (mg/kg),In (mg/kg),K (mg/kg),La (mg/kg),Li (mg/kg),Mg (mg/kg),Mn (mg/kg),Mo (mg/kg),Na (mg/kg),Nb (mg/kg),Ni (mg/kg),P (mg/kg),Pb (mg/kg),Rb (mg/kg),S (mg/kg),Sb (mg/kg),Sc (mg/kg) ,Se (mg/kg),Sn (mg/kg),Sr (mg/kg),Te (mg/kg),Th (mg/kg),Ti (mg/kg),Tl (mg/kg),U (mg/kg),V (mg/kg),W (mg/kg),Y (mg/kg),Zn (mg/kg),NOTES,LINK TO SOURCE
653,s_BO-1022 [8636] / s_BO 1022 [18724],CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / BAKONY-BALATON HIGHLANDS / BONDOROHEGY,,46.8,17.8,,,,,"HARZBURGITE, XENOLITH [8636] / PERIDOTITE, XENOLITH [18724]",,,,,2.93,,,,0.37,109.0,2451.0,0,,,,,,,0.35,,,,,,0.46,2395.0,,0.1,0.08,,,,,,2.7,,0.02,,,0,24.0,,0.21,40.0,,
654,s_SZT-1006 [8636],CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / BAKONY-BALATON HIGHLANDS / SZENTBEKKALLA,,46.88,17.57,,,,,"PERIDOTITE, SPINEL, XENOLITH [8636]",,,,,6.0,,,,,109.0,3025.0,,,,,,,,,,,,,,,2016.0,,,,,,3,,,27,,,,,,68.0,,1,40.0,,
655,s_SZT-1033 [8636],CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / BAKONY-BALATON HIGHLANDS / SZENTBEKKALLA,,46.88,17.57,,,,,"PERIDOTITE, SPINEL, XENOLITH [8636]",,,,,,,,,,104.0,2838.0,,,,,,,,,,,,,,,2041.0,,,,,,4,,,9,,,,,,48.0,,,48.0,,
656,s_SZT-1106 [8636],CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / BAKONY-BALATON HIGHLANDS / SZENTBEKKALLA,,46.88,17.57,,,,,"PERIDOTITE, SPINEL, XENOLITH [8636]",,,,,3.0,,,,,95.0,2575.0,,,,,,,,,,,,,,,1786.0,,,6,,,7,,,35,,,,,,48.0,,1,48.0,,
657,s_SZT-1116 [8636],CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / BAKONY-BALATON HIGHLANDS / SZENTBEKKALLA,,46.88,17.57,,,,,"PERIDOTITE, SPINEL, XENOLITH [8636]",,,,,,,,,,110.0,3775.0,,,,,,,,,,,,,,,2301.0,,,,,,2,,,8,,,,,,43.0,,,46.0,,
658,s_G-1055 [8636],CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / LITTLE HUNGARIAN PLAIN / GERCE,,47.22,17.02,,,,,"PERIDOTITE, SPINEL, XENOLITH [8636]",,,,,10.0,,,,,132.0,2234.0,,,,,,,,,,,,,,,1963.0,,,,,,12,,,24,,,,,,67.0,,,54.0,,
659,s_UL-A51 [7702],HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA,,37.17,14.92,,,,,"PERIDOTITE, SPINEL, XENOLITH [7702]",,,,,0.0,,,,3.18,105.6,3380.0,,6.29,,,,,,1.59,,,,,,1.04,2217.0,,,0,,,,,,145.9,,0.11,,,,48.5,,0.98,51.02,,
660,s_UL-A80 [7702],HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA,,37.17,14.92,,,,,"PERIDOTITE, SPINEL, XENOLITH [7702]",,,,,3.81,,,,2.31,116.4,2796.0,,14.36,,,,,,1.4,,,,,,0.95,2229.0,,,0,,,,,,130.9,,0.37,,,,53.25,,0.72,57.49,,
661,s_UL-A99 [7702],HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA,,37.17,14.92,,,,,"PERIDOTITE, SPINEL, XENOLITH [7702]",,,,,0.0,,,,3.99,110.3,2902.0,,5.47,,,,,,2.22,,,,,,1.62,2235.0,,,0,,,,,,147.4,,0.23,,,,43.0,,0.86,50.6,,
662,s_UL-A23 [10319],HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA,,37.17,14.92,,,,,"PERIDOTITE, SPINEL, XENOLITH [10319]",,,,,3.0,,,,2.6,107.4,2618.1,,5.1,,,,,,1.3,,,,,,0.9,2002.8,,,0.6,,,,,,196.3,,0.1,,,,56.2,,0.7,51.8,,
663,s_SNB93-013 [5306],SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / HUDSON BAY TERRANE - GOUDALIE DOMAIN / VIZIEN BELT,,58.08,-73,,,,,PERIDOTITE [5306],,,,,0.0,,,,6.3,,4279.0,,,,,,,,3.5,,,,,,1.4,1656.0,,,0,,,9,,,6,,1,,,,45.0,,2.9,,,
664,s_SNB93-006 [5306],SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / HUDSON BAY TERRANE - GOUDALIE DOMAIN / VIZIEN BELT,,58.08,-73,,,,,PERIDOTITE [5306],,,,,0.0,,,,1.8,,,,,,,,,,0.85,,,,,,0.38,1529.0,,,0,,,18,,,6,,0.11,,,,79.0,,3.1,,,
665,s_PBA91-170 [5306],SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / HUDSON BAY TERRANE - GOUDALIE DOMAIN / VIZIEN BELT,,58.08,-73,,,,,PERIDOTITE [5306],,,,,,,,,2.3,,1700.0,,,,,,,,0.8,,,,,,,2000.0,,,,,,,,,,,,,,,46.0,,4,,,
666,s_PBA91-125 [5306],SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / HUDSON BAY TERRANE - GOUDALIE DOMAIN / VIZIEN BELT,,58.08,-73,,,,,PERIDOTITE [5306],,,,,,,,,2,,1700.0,,,,,,,,0.69,,,,,,,2000.0,,,,,,,,,,,,,,,51.0,,3,,,
667,s_8720/1 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / EASTERN KOMATIITIC METABASALTS,KOMATIITOVYI CREEK VALLEY,57.03,120.72,,,,,"PERIDOTITE, XENOLITH [7221]",,,,,,,,,,,,,,,,,,,,,,,,,1,1817.0,,,1,,,,,,9,,,,,,72.0,,5,,,
668,s_8721/1 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / EASTERN KOMATIITIC METABASALTS,KOMATIITOVYI CREEK VALLEY,57.03,120.72,,,,,"PERIDOTITE, XENOLITH [7221]",,,,,,,,,2.75,,,,,,,,,,0.97,,,,,,1,1864.0,,,1,,,,,,10,,,,,,70.0,,5,,,
669,s_8722/1 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / EASTERN KOMATIITIC METABASALTS,KOMATIITOVYI CREEK VALLEY,57.03,120.72,,,,,"PERIDOTITE, XENOLITH [7221]",,,,,,,,,4.56,,,,,,,,,,1.59,,,,,,1,1915.0,,,0,,,,,,6,,,,,,74.0,,5,,,
670,s_8723/6 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / EASTERN KOMATIITIC METABASALTS,KOMATIITOVYI CREEK VALLEY,57.03,120.72,,,,,"PERIDOTITE, XENOLITH [7221]",,,,,,,,,,124.0,3520.0,,,,,,,,,,,,,,2,1319.0,,,1,,,,,,6,,,,,,127.0,,8,,,
671,s_8723/7 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / EASTERN KOMATIITIC METABASALTS,KOMATIITOVYI CREEK VALLEY,57.03,120.72,,,,,"PERIDOTITE, XENOLITH [7221]",,,,,,,,,,145.0,4207.0,,,,,,,,,,,,,,2,1586.0,,,0,,,,,,26,,,,,,88.0,,7,,,
672,s_8723/8 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / EASTERN KOMATIITIC METABASALTS,KOMATIITOVYI CREEK VALLEY,57.03,120.72,,,,,"PERIDOTITE, XENOLITH [7221]",,,,,,,,,,150.0,4621.0,,,,,,,,,,,,,,1,1708.0,,,1,,,,,,26,,,,,,82.0,,6,,,
673,s_8723/9 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / EASTERN KOMATIITIC METABASALTS,KOMATIITOVYI CREEK VALLEY,57.03,120.72,,,,,"PERIDOTITE, XENOLITH [7221]",,,,,,,,,,,4691.0,,,,,,,,,,,,,,2,1730.0,,,0,,,,,,24,,,,,,73.0,,5,,,
674,s_8723/10 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / EASTERN KOMATIITIC METABASALTS,KOMATIITOVYI CREEK VALLEY,57.03,120.72,,,,,"PERIDOTITE, XENOLITH [7221]",,,,,,,,,,,,,,,,,,,,,,,,,2,1650.0,,,0,,,,,,19,,,,,,86.0,,6,,,
675,s_86370 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / RED HILL AND ASBESTOS ULTRAMAFIC ROCKS,RED HILL MASSIF AND ASBESTOS BODY 1.3 KM EAST OF RED HILL MASSIF,57.03,120.72,,,,,PERIDOTITE [7221],,,,,,,,,,155.0,3786.0,,,,,,,,,,,,,,0,,,,0,,,,,,3,,,,,,42.0,,1.5,,,
676,s_86242 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / RED HILL AND ASBESTOS ULTRAMAFIC ROCKS,RED HILL MASSIF AND ASBESTOS BODY 1.3 KM EAST OF RED HILL MASSIF,57.03,120.72,,,,,PERIDOTITE [7221],,,,,,,,,,148.0,4307.0,,,,,,,,,,,,,,0,,,,3,,,,,,6,,,,,,52.0,,1,,,
677,s_86243 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / RED HILL AND ASBESTOS ULTRAMAFIC ROCKS,RED HILL MASSIF AND ASBESTOS BODY 1.3 KM EAST OF RED HILL MASSIF,57.03,120.72,,,,,PERIDOTITE [7221],,,,,,,,,,156.0,4584.0,,,,,,,,,,,,,,0,,,,0,,,,,,6,,,,,,30.0,,0,,,
678,s_86245 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / RED HILL AND ASBESTOS ULTRAMAFIC ROCKS,RED HILL MASSIF AND ASBESTOS BODY 1.3 KM EAST OF RED HILL MASSIF,57.03,120.72,,,,,PERIDOTITE [7221],,,,,,,,,0.357,139.0,2672.0,,,,,,,,0.126,,,,,,0,,,,0,,,,,,0,,,,,,43.0,,0,,,
679,s_86246 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / RED HILL AND ASBESTOS ULTRAMAFIC ROCKS,RED HILL MASSIF AND ASBESTOS BODY 1.3 KM EAST OF RED HILL MASSIF,57.03,120.72,,,,,PERIDOTITE [7221],,,,,,,,,,145.0,1579.0,,,,,,,,,,,,,,0,,,,0,,,,,,5,,,,,,14.0,,0,,,
680,s_86247/1 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / RED HILL AND ASBESTOS ULTRAMAFIC ROCKS,RED HILL MASSIF AND ASBESTOS BODY 1.3 KM EAST OF RED HILL MASSIF,57.03,120.72,,,,,PERIDOTITE [7221],,,,,,,,,0.447,144.0,,,,,,,,,0.156,,,,,,0,,,,0,,,,,,0,,,,,,55.0,,1.5,,,
681,s_8713/6 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / RED HILL AND ASBESTOS ULTRAMAFIC ROCKS,RED HILL MASSIF AND ASBESTOS BODY 1.3 KM EAST OF RED HILL MASSIF,57.03,120.72,,,,,PERIDOTITE [7221],,,,,,,,,,146.0,1600.0,,,,,,,,,,,,,,0,,,,0,,,,,,3,,,,,,15.0,,1.5,,,
682,s_86368 [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / RED HILL AND ASBESTOS ULTRAMAFIC ROCKS,RED HILL MASSIF AND ASBESTOS BODY 1.3 KM EAST OF RED HILL MASSIF,57.03,120.72,,,,,PERIDOTITE [7221],,,,,,,,,0.298,156.0,3097.0,,,,,,,,0.111,,,,,,0,2839.0,,,0,,,,,,0,,,,,,49.0,,0,,,
683,s_85-17A [7221],ALDAN SHIELD - ARCHEAN / TOKKO-KHANI GREENSTONE BELT / OLONDO GREENSTONE BELT / RED HILL AND ASBESTOS ULTRAMAFIC ROCKS,RED HILL MASSIF AND ASBESTOS BODY 1.3 KM EAST OF RED HILL MASSIF,57.03,120.72,,,,,PERIDOTITE [7221],,,,,,,,,,150.0,,,,,,,,,,,,,,,0,2621.0,,,0,,,,,,10,,,,,,25.0,,0,,,
684,s_P57BB13-1 [24304],CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LUOFENGPO COMPLEX,NORTH QAIDAM OROGEN,36,94.9,,,,,PERIDOTITE [24304],,,,,47.58,0.14,,,0.528,42.26,,0.41,8.22,,5.07,,,,0.303,,,,,,3.73,1545.0,,2.24,2.29,,,7.07,,0.63,7.57,,1.62,,0.031,0.41,33.95,,0.402,17.16,,
685,s_P57BB13-2 [24304],CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LUOFENGPO COMPLEX,NORTH QAIDAM OROGEN,36,94.9,,,,,PERIDOTITE [24304],,,,,79.4,0.07,,,0.576,38.2,,0.21,6.83,,4.33,,,,0.413,,,,,,5.34,1571.0,,2.51,1.33,,,6.32,,0.56,6.35,,1.73,,0.021,0.34,27.28,,0.443,11.0,,
686,s_PIL16-040 [24311],WEST AUSTRALIAN CRATON / PILBARA CRATON / PILBARA SUPERGROUP / KELLY GROUP - EURO BASALT,,-21.3592,119.7994,,,,,PERIDOTITE [24311],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,s_PIL16-040 [24311],WEST AUSTRALIAN CRATON / PILBARA CRATON / PILBARA SUPERGROUP / KELLY GROUP - EURO BASALT,,-21.3592,119.7994,,,,,PERIDOTITE [24311],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,s_Z-35 [8608],RED SEA RIFT / ZABARGAD (ZEBIRGET) ISLAND,,23.67,36.13,,,,,"PERIDOTITE, AMPHIBOLE [8608] / LHERZOLITE, AMPHIBOLE [8635]",,,,,,,,,5.2,,2529.0,,,,,,,,2.08,,,,,,,1933.0,,,,,,12,,,33.3,,,,,,,,,,,
689,s_Z-206 [8608],RED SEA RIFT / ZABARGAD (ZEBIRGET) ISLAND,,23.67,36.13,,,,,"PERIDOTITE, AMPHIBOLE [8608] / LHERZOLITE, AMPHIBOLE [8635]",,,,,,,,,13.77,106.0,2574.0,,,,,,,,4.46,,,,,,,2195.0,,,,,,9,,,41.2,,,,,,,,,,,
690,s_Z-68 [8608],RED SEA RIFT / ZABARGAD (ZEBIRGET) ISLAND,,23.67,36.13,,,,,"PERIDOTITE, PLAGIOCLASE [8608]",,,,,,,,,1.12,71.0,2834.0,,,,,,,,0.172,,,,,,,1406.0,,,,,,22,,,,,,,,,,,,,,
691,s_Z-36 [8608] / s_Z36 [7580],RED SEA RIFT / ZABARGAD (ZEBIRGET) ISLAND,,23.67,36.13,,,,,"PERIDOTITE, AMPHIBOLE [8608] / PERIDOTITE [7580]",,,,,,,,,5.27,100.0,2516.0,,,,,,,,2.13,,,,,,,1824.0,,,,,,13,,,,,,,,,,,,,,
692,s_SA 84-85 [14900],ARABIAN-NUBIAN SHIELD / SAUDI ARABIA / HARRAT AL UWAYRID,,27.08,37.25,,,,,"LHERZOLITE, SPINEL, XENOLITH [14900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,s_SA 84-123 [14900],ARABIAN-NUBIAN SHIELD / SAUDI ARABIA / HARRAT AL UWAYRID,,27.08,37.25,,,,,"LHERZOLITE, SPINEL, XENOLITH [14900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,s_SA 84-63 [14900],ARABIAN-NUBIAN SHIELD / SAUDI ARABIA / HARRAT AL UWAYRID,,27.08,37.25,,,,,"WEBSTERITE, SPINEL-PARGASITE-PHLOGOPITE-OLIVINE, XENOLITH [14900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,s_SA 84-128/3 [14900],ARABIAN-NUBIAN SHIELD / SAUDI ARABIA / HARRAT AL UWAYRID,,27.08,37.25,,,,,"LHERZOLITE, XENOLITH [14900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,s_SA 87-6/9 [14900],ARABIAN-NUBIAN SHIELD / SAUDI ARABIA / HARRAT AL BIRK,,18.22,41.54,,,,,"LHERZOLITE, SPINEL, XENOLITH [14900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,s_MY-11/3 [24327],DHARWAR CRATON_ARCHEAN / WESTERN DHARWAR CRATON / CHITRADURGA SCHIST BELT,"DODDAKANYA, TATA MINE",12.15986,76.640345,,,,,PERIDOTITE [24327],,,,,2.34,,,,1.11,98.0,4431.0,,0.88,,1.87,,,,0.48,,,,,,0.27,1587.0,,0.31,0.52,,,10,,,3.34,,0.15,,,0,29.4,,2.08,40.3,,
698,s_MY-11/4A [24327],DHARWAR CRATON_ARCHEAN / WESTERN DHARWAR CRATON / CHITRADURGA SCHIST BELT,"DODDAKANYA, TATA MINE",12.15986,76.640345,,,,,PERIDOTITE [24327],,,,,3.29,,,,0.2,,,,3.57,,10.5,,,,0.11,,,,,,0.21,1920.0,,0.1,0.79,,,3.49,,,2.81,,0.07,,,0,,,0.1,,,
699,s_MY-11/4B [24327],DHARWAR CRATON_ARCHEAN / WESTERN DHARWAR CRATON / CHITRADURGA SCHIST BELT,"DODDAKANYA, TATA MINE",12.15986,76.640345,,,,,PERIDOTITE [24327],,,,,5.09,,,,0.14,152.0,,,2.66,,11.1,,,,0.08,,,,,,0.22,1931.0,,0.12,0.82,,,3.35,,,2.51,,0.05,,,0,,,0.12,,,
700,s_MY-11/4C [24327],DHARWAR CRATON_ARCHEAN / WESTERN DHARWAR CRATON / CHITRADURGA SCHIST BELT,"DODDAKANYA, TATA MINE",12.15986,76.640345,,,,,PERIDOTITE [24327],,,,,4.97,,,,0,157.0,,,2.68,,10.5,,,,0,,,,,,0.19,1945.0,,0.08,0.74,,,2.93,,,2.47,,0,,,0,,,0.07,,,
701,s_MY-12/3 [24327],DHARWAR CRATON_ARCHEAN / WESTERN DHARWAR CRATON / CHITRADURGA SCHIST BELT,TALURU MINE,12.202355,76.60454333,,,,,PERIDOTITE [24327],,,,,1.74,,,,0.45,45.0,2836.0,,12.8,,5.77,,,,0.21,,,,,,1.32,1089.0,,1.09,0.14,,,6.83,,,0.95,,0.18,,,0,24.1,,1.83,54.0,,
702,s_200 [9909],KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / AVACHA (AVACHINSKY),EASTERN VOLCANIC FRONT,53.256,158.836,,,,,"PERIDOTITE, XENOLITH [9909]",,,,,0.427,,,,0.066,,,,,,,,,,0.025,,,,,,,2106.0,,,,,,7.38,,,1.46,,0.005,67.6,,0.001,40.9,,0.109,,,
703,s_MY-11/3 [24327],DHARWAR CRATON_ARCHEAN / WESTERN DHARWAR CRATON / CHITRADURGA SCHIST BELT,"DODDAKANYA, TATA MINE",12.15986,76.640345,,,,,PERIDOTITE [24327],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,s_PS3 [24342],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,,32.4781,118.7209,,,,,"PERIDOTITE, XENOLITH [24342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,s_PS4 [24342],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,,32.4781,118.7209,,,,,"PERIDOTITE, XENOLITH [24342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,s_TS1 [24342],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / TASHAN,,32.4053,118.9389,,,,,"PERIDOTITE, XENOLITH [24342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,s_TS1 [24342],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / TASHAN,,32.4053,118.9389,,,,,"PERIDOTITE, XENOLITH [24342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,s_TS4 [24342],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / TASHAN,,32.4053,118.9389,,,,,"PERIDOTITE, XENOLITH [24342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,s_TS6 [24342],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / TASHAN,,32.4053,118.9389,,,,,"PERIDOTITE, XENOLITH [24342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,s_TS7 [24342],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / TASHAN,,32.4053,118.9389,,,,,"PERIDOTITE, XENOLITH [24342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,s_TS8 [24342],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / TASHAN,,32.4053,118.9389,,,,,"PERIDOTITE, XENOLITH [24342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,s_XSFS06 [24349],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,NUOMINHE PERIDOTITE,49.58,123.5,,,,,"PERIDOTITE, XENOLITH [24349]",,,,,4.006,,,,0.582,117.4,3120.0,0.013,16.24,,1.28,,,,0.279,3.102,,867.8,867.8,867.8,0.343,2192.0,27.6,0.39,0.386,0,,8.876,,,3.662,,0.04,152.3,,0.026,90.24,,0.309,67.12,,
713,s_BLS02A [24349],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,NUOMINHE PERIDOTITE,49.58,123.5,,,,,"PERIDOTITE, XENOLITH [24349]",,,,,20.24,,,,2.726,123.92,2190.0,0.027,9.814,,1.478,,,,1.439,5.924,,922.2,922.2,922.2,2.368,2382.0,240.4,0.315,2.698,0,,10.694,,,18.954,,0.077,725.8,,0.028,23.94,,0.851,64.4,,
714,s_BLS12A [24349],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,NUOMINHE PERIDOTITE,49.58,123.5,,,,,"PERIDOTITE, XENOLITH [24349]",,,,,11.206,,,,1.24,131.1,1650.6,0.037,15.596,,1.998,,,,0.632,3.508,,912.4,912.4,912.4,1.057,2424.0,114.6,0.704,0.932,6.6,,7.038,,,8.716,,0.046,533.6,,0.085,18.77,,0.32,71.24,,
715,s_BLS16 [24349],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,NUOMINHE PERIDOTITE,49.58,123.5,,,,,"PERIDOTITE, XENOLITH [24349]",,,,,47.888,,,,4.535,132.188,1575.3,0.084,10.234,,2.389,,,,2.59,7.571,,988.0,988,988,3.461,2561.1,304.2,0.495,3.312,7.4,,9.76,,,35.451,,0.134,836.2,,0.061,5.44,,0.896,75.32,,
716,s_XSFS01 [24349],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,NUOMINHE PERIDOTITE,49.58,123.5,,,,,"PERIDOTITE, XENOLITH [24349]",,,,,20.46,,,,2.36,120.14,,0.029,13.334,,1.443,,,,0.948,6.32,,973.0,973,973,1.248,2176.0,152.5,0.816,0.991,0,,10.1,,,12.148,,0.124,316.4,,0.055,,,0.463,86.22,,
717,s_XSFS07 [24349],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,NUOMINHE PERIDOTITE,49.58,123.5,,,,,"PERIDOTITE, XENOLITH [24349]",,,,,21.28,,,,2.464,124.78,3780.0,0.02,8.618,,1.09,,,,1.309,3.34,,902.0,902,902,1.662,2360.0,113.5,0.965,1.129,7.7,,7.422,,,20.38,,0.154,237.2,,0.06,125.5,,0.425,71.98,,
718,s_BLS01A [24349],CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,NUOMINHE PERIDOTITE,49.58,123.5,,,,,"PERIDOTITE, XENOLITH [24349]",,,,,16.484,,,,1.446,139.16,2368.0,0.018,13.032,,1.278,,,,0.739,4.448,,964.6,964.6,964.6,1.347,2638.0,112.5,0.664,0.879,0,,6.204,,,12.552,,0.002,338.6,,0.033,86.92,,0.333,82.22,,
